Puesto,contenido,url,fuente,fecha_captura
Data Engineers - Talent Community,"Descripción de la oferta de empleo  Are you passionate about data, cloud technologies, and building impactful digital solutions?  At BASF Digital Hub Madrid, we´re shaping the future of the chemical industry through innovation, creativity, and collaboration. As we continue to grow, we´re building a talent pipeline for Data Engineers who want to make a difference.  WHY JOIN OUR TALENT COMMUNITY?  We frequently open roles for professionals with strong technical skills and a digital mindset, and we´re always eager to connect with individuals who thrive in collaborative, international environments where creativity and continuous improvement are part of the culture.  WE´RE ESPECIALLY INTERESTED IN PROFILES WITH EXPERIENCE IN:  - Bachelor´s or master´s degree in Computer Science, Engineering, or a related field. - Experience in cloud-based Data warehousing and/or Data Engineering (Azure). - Strong knowledge of Python and SQL. (Power Apps). - Knowledge of Databricks and Databricks Unity Catalog. - Design & Implementation of ETL / ELT data pipelines - Customer-focused with excellent communication and teamwork skills.  WHAT WE OFFER  - A secure work environment because your health, safety and wellbeing is always our top priority. - Flexible work schedule and Home-office options, so that you can balance your working life and private life. - Learning and development opportunities - 23 holiday days per year - 5 additional days (readjustment) - 2 cultural days - A collaborative, trustful and innovative work environment - Being part of an international team and work in global projects - Relocation assistance to Madrid provided  Diversity is our greatest strength!  Become a part of our winning formula for success and develop the future with us -- in a global team that embraces inclusion and equal opportunities irrespective of gender, age, origin, sexual orientation, disability or belief.  Even if there´s no open role today, we´d love to hear from you. Join our talent community and be the first to know when new opportunities arise.  A unique total offer: you@BASF  At BASF you get more than just compensation. Our total offer includes a wide range of elements you need to be your best in every stage of your life. That´s what we call you@BASF. Click here to learn more.  A unique total offer: you@BASF  At BASF you get more than just compensation. Our total offer includes a wide range of elements you need to be your best in every stage of your life. That´s what we call you@BASF. Click here to learn more.  Discover the world of BASF and develop data solutions for the Chemistry 4.0 era - for a sustainable future. Help drive the digital transformation of the chemical industry by harnessing the potential of the latest data science technologies and data sources.",https://www.tecnoempleo.com/data-engineers-talent-community-basf/python-sql/rf-f5f71e8912699308d04d,Tecnoempleo,2026-01-20
Data Engineer,"Descripción de la oferta de empleo  Desarrollar soluciones utilizando Python con enfoque funcional para manejo de datos. Experiencia sólida en bases de datos relacionales y SQL. Creación y mantenimiento de pipelines de datos utilizando REST y SOAP APIs. Experiencia en control de versiones utilizando Git y CI/CD con enfoque multi-rama, Exposición a DBT será altamente valorada.",https://www.tecnoempleo.com/data-engineer-madrid/data-python-sql/rf-77741861e277032bea49,Tecnoempleo,2026-01-20
Senior Data Engineer,"Descripción de la oferta de empleo  Somos un reconocido líder europeo en consultoría, servicios digitales y desarrollo de software, con cerca de 56.000 empleados en casi 30 países y más de 4.000 en España. Nos enfocamos en las personas, en su formación y desarrollo profesional, lo que nos impulsa a crecer y mejorar constantemente.  Tenemos pasión por lo digital y al igual que tú, buscamos la mejor de las aventuras. Queremos que tu día a día se convierta en la mejor de tus inspiraciones. Que aprendas, aportes, te diviertas, crezcas y que, sobre todo, disfrutes al máximo.  Si quieres formar parte de un equipo ""Great Place to Work"", ¡Sigue leyendo!  Descripción del empleo  • Análisis y definición end-to-end de proyectos a implementar en la PTD, desde el punto de vista de la definición y gobernanza de los datos hasta la solución técnica y los informes de visualización.  o Conexión a sistemas externos  o ETLs  o Manipulación de datos  o Integración Datalakehouse  o Automatización workflows  o Monitorización y mantenimiento  o Visualización informes  • Interlocución con la Oficina de la PTD, proveedores y unidades de negocio.  • Soporte técnico a proveedores para la implementación de proyectos con la PTD y, en el caso de proyectos Área TIC, implementación de los mismos.  • Seguimiento y reporting de los proyectos en curso.  • Colaboración en la definición/implementación del Catálogo de Datos del Departamento (fuera de la PTD).""  Requisitos  * Se requiere un perfil técnico del dato con experiencia en databriks; trabajará junto al Arquitecto del proyecto para nutrir la PTD que se ha desarrollado de manera centralizada desde el proyecto.  * Se requiere buenas softkills porque tendrá que interactuar con director@s de las áreas  - Catalán.  Información adicional  ¿Qué tenemos para ti? - Contrato indefinido y jornada completa - 23 días de vacaciones - Formación continua: competencias técnicas, transversales y de idiomas. Contamos con acceso a certificaciones, formaciones de los principales Partners Tecnológicos, plataformas online y ¡mucho más! - Seguro de vida y de accidentes - Posibilidad de acogerte a nuestra retribución flexible (seguro médico, cheques guarderías, transporte, comida y formación) - Acceso a Privilege Club, donde encontrarás descuentos interesantes en las principales marcas - Onboarding personalizado y detallado. Te acompañamos en todo momento para que te sientas #soprano desde el primer momento. - Oficina con espacios reservados al ocio. ¡Trabajo y diversión unido! - Compañerismo y buen ambiente, el poder de la unión lo tenemos presente.  Y lo más importante...Tienes la posibilidad de desarrollar tu carrera profesional con nosotros: Crearemos juntos un plan de carrera personalizado. Te formarás, marcaremos objetivos y llevaremos a cabo un seguimiento para asegurarnos de que lo conseguimos juntos. Escuchamos tus prioridades y luchamos por ellas.  ¡Aquí tu voz importa! ¡Únete a nosotros y sé parte de algo más!",https://www.tecnoempleo.com/senior-data-engineer-sopra-steria/etl-datalakehouse/rf-3cc51df8227023bdfe45,Tecnoempleo,2026-01-20
Senior Data Engineer,"Descripción de la oferta de empleo  Data Engineer  As a Data Engineer you will oversee data ingestion processes and deployment of ML/IA solutions for predictive analysis for an energy sector customer. You will collaborate with Data Scientist and Data Engineers to achieve project and client goals on a very dynamic environment.  The opportunity  As a member of our team in GDS office in Malaga, Spain, you´ll have a chance to extend your knowledge & experience by working on the interesting projects with the newest technologies and approaches. You´ll support clients in choosing the most suitable business solution and take part in digital transformation.  Your key responsibilities  As a Data Engineer, you will work on the design of end-to-end pipelines for enterprise data loading from different sources, deployment of ML/IA solutions for predictive analysis and improvements on quality of data.  You will also collaborate with the product development teams (business analysts, product owners, developers) to deliver high quality solutions for our customers.  To qualify for the role, you must have - Degree on Statistics, Maths, Informatics or similar. - 3-4 years of experience as Data Engineer - Experience in Azure: Databricks, DataFactory, Synapse - Database knowledge, SQL, OLTP/OLAP - Experience of Big Data (i.e Spark, Hadoop) - Very good communication skills in terms of capturing requirements, describing architecture, data flows, etc.  Ideally, you´ll also have - Knowledge of cloud solutions - Experience on Agile and SCRUM methodology.  What we look for  We are a dynamic team of passionate specialists, working in international teams all over the world. As part of the Data team, we look for ""out of the box thinking"" professionals that will build good relationships with our clients. If you want to be a part of this journey, we are looking forward to seeing you on board!  What we offer  EY Global Delivery Services (GDS) is a dynamic and truly global delivery network. We work across eight locations - Argentina, China, India, Philippines, Poland, UK, Hungary and Spain - and with teams from all EY service lines, geographies and sectors, playing a vital role in the delivery of the EY growth strategy. From accountants to coders to advisory consultants, we offer a wide variety of fulfilling career opportunities that span all business disciplines. In GDS, you will collaborate with EY teams on exciting projects and work with well-known brands from across the globe. We´ll introduce you to an ever-expanding ecosystem of people, learning, skills and insights that will stay with you throughout your career. - Continuous learning:You´ll develop the mindset and skills to navigate whatever comes next. - Success as defined by you: We´ll provide the tools and flexibility, so you can make a meaningful impact, your way. - Transformative leadership: We´ll give you the insights, coaching and confidence to be the leader the world needs. - Diverse and inclusive culture:You´ll be embraced for who you are and empowered to use your voice to help others find theirs.",https://www.tecnoempleo.com/senior-data-engineer-ey/sql-databricks-synapse-spark-hadoop/rf-b82f1f66a2bfa3931949,Tecnoempleo,2026-01-20
Data Tranparency DevOps Engineer,"Descripción de la oferta de empleo  ABOUT US  At BASF Digital Hub Madrid we develop innovative digital solutions for BASF, create new exciting customer experiences and business growth, and drive efficiencies in processes, helping to strengthen BASF´s position as the digital leader in the chemical industry. We believe the right path is through creativity, trial and error and great people working and learning together. Become part of our team and develop the future with us - in a global team that embraces diversity and equal opportunities.  JOIN THE TEAM  As part of BASF´s Data & AI Powerhouse, we as Data Transparency team provide an enterprise-wide Data Catalog solution as single-point of truth to share knowledge about data and to find and access relevant documented data in an efficient, convenient, and compliant way. Our goal is to accelerate business decisions and processes by enabling data citizens to connect data with insights.  As part of an agile team, you will independently drive the development of the Data Catalog to bring transparency into the BASF Data Landscape and enable transfer of metadata across systems.  RESPONSIBILITIES  - You will develop new integration processes to populate the Data Catalog with metadata, using Azure Data Factory, Azure Data Flows and Databricks - You will be responsible for both the design and end-to-end implementation of individual microservices and RESTful APIs as well as ensuring their smooth operation - You will ensure code quality by defining coding conventions and development guidelines, ensuring high test coverage - You will contribute to build a stable and secure infrastructure and develop CI/CD pipelines and test frameworks - Within the team, you will use your experience to support a continuous exchange of knowledge and ensure effective collaboration with our internal stakeholders.  QUALIFICATIONS  - Bachelor´s Degree/Diploma in Computer Science, Software Engineering, or comparable technical education. - Minimum of 3+ years of working experience in backend software development. - Hands-on experience in designing, developing and consuming of web services - RESTful APIs, ideally using frameworks like Django. - Experience in implementing and operating containerized microservices (using docker) in cloud environments. - Experience with data transformation pipelines (ETL), ideally using Azure Data Factory, Data Flows, ADLS, and Databricks. - Experience in implementing BPMN workflows is a plus. - High interest in technical innovation and continuous improvement of existing systems. - Ability to communicate clearly and effectively translating sophisticated concepts into easily-to-understand language. - Agile mindset, proactive approach, good self-organization and teamwork in a remote environment, complemented by a strong customer focus.  BENEFITS  - Responsibility from day one in a challenging work environment and ""on-the-job"" training as part of a committed team. - Adequate compensation according to your qualifications and experience - A secure work environment because your health, safety and wellbeing is always our top priority. - Flexible work schedule and Home-office options, so that you can balance your working life and private life. - Learning and development opportunities - 23 holidays per year - Another 5 days (readjustments days) and 2 days (cultural days) - A collaborative, trustful and innovative work environment - Being part of an international team and work in global projects - Relocation assistance to Madrid provided  At BASF, the chemistry is right.  Because we are counting on innovative solutions, on sustainable actions, and on connected thinking. And on you. Become a part of our formula for success and develop the future with us - in a global team that embraces diversity and equal opportunities irrespective of gender, age, origin, sexual orientation, disability or belief.",https://www.tecnoempleo.com/data-tranparency-devops-engineer-basf/azure-data-factory-azure-data-flows-/rf-7df3142082f483bcc444,Tecnoempleo,2026-01-20
Senior Data Analyst,"Descripción de la oferta de empleo  ´Te imaginas participando en la transformación de las principales organizaciones nacionales e internacionales?  En Deloitte estamos comprometidos con generar un impacto en la sociedad, en nuestros clientes y en ti.  Desde nuestro equipo de Growth estamos buscando personas que se incorporen a nuestra área.  ¿Cuál es el reto?  - Participarás en el desarrollo de la iniciativa Voice of Client desde las distintas vertientes de captura de feedback: entrevistas y encuestas a la capa directiva de los clientes (CSA - Client Service Assessment), encuestas por proyecto finalizado (ER - Engagement Review) y entrevistas a los clientes para conocer los motivos por los que se gana o se pierde un proyecto (Win & Loss Analysis), todo ello de forma alineada con el proceso de planificación comercial de cliente. - Recopilarás y analizarás feedback de los clientes utilizando distintas herramientas de análisis de datos: desde BBDD hasta IA generativa. - Prepararás informes detallados y presentaciones para los socios destacando las áreas de mejora y las oportunidades estratégicas que se han detectado en los clientes. - Colaborarás estrechamente con los socios para entender sus necesidades y proporcionar soluciones basadas en los datos obtenidos. - Desarrollarás y mantendrás sistemas automatizados para el análisis de feedback asegurando la eficiencia y precisión en la recopilación de datos. - Propondrás iniciativas y generarás mejores prácticas de análisis de datos en base a las nuevas tendencias basados en la colaboración con equipos multidisciplinares nacionales e internacionales que sirvan para implementar herramientas de optimización de información. - Brindarás soporte a otros miembros del equipo de Growth en el uso de herramientas de análisis de datos e interpretación de resultados. - Generarás KPIs avanzados y tendencias con la información obtenida de los feedbacks de clientes que será necesario interrelacionar con las distintas dimensiones comerciales: posicionamiento relacional, competidores, equipos internos sectoriales, equipos de cuenta, etc... - Tendrás interlocución con el equipo directivo al más alto nivel de la organización. - Contarás con autonomía en las responsabilidades asignadas y podrás desplegar toda tu creatividad y proactividad para aportar ideas y soluciones en las iniciativas que trabajes, siempre bajo la guía y estándares establecidos por la Firma. - Estarás involucrado no sólo en la gestión, soporte, coordinación y planificación de la iniciativa VoC de la firma española si no también en la interacción con el resto de Firmas de Deloitte Global, participando en proyectos comunes y conectando con otros profesionales de diferentes firmas miembro.  ¿Cómo te imaginamos?  Ante todo, buscamos a alguien con un mínimo de 3 años de experiencia en equipos de análisis de datos y desarrollo comercial.  - Titulación en Administración y Dirección de Empresas, Economía, Data Analytics o similar. - Valoraremos positivamente que hayas cursado estudios de posgrado específicos. - Nivel muy alto de inglés (mínimo C1) y dominio del español. - Conocimiento y agilidad con herramientas de análisis de bases de datos, principalmente Excel. Ser un experto en herramientas del paquete office, además de conocimiento en otras herramientas CRM como por ejemplo Salesforce, etc. Conocimiento en herramientas de IA como usuario - Gran capacidad analítica para la toma de decisiones apoyada en datos (tratamiento, análisis y toma de decisiones). - Ser proactivo e interactuar con la capa directiva y sugerir nuevas ideas que faciliten y mejoren la toma de decisiones. - Tener muchas ganas de aprender, con iniciativa para dar solución al día a día y dar respuesta a las necesidades de los distintos responsables con los que trabajes. - Ser capaz de gestionar de forma eficiente tareas y proyectos al mismo tiempo, priorizando los mismos para cumplir con los plazos de entrega con la calidad exigida. - Habilidad para trabajar en equipo, establecer contactos en un entorno global e intercambiar experiencias.  ¿Cómo es trabajar en Deloitte? Proyectos de alto impacto donde tendrás un largo recorrido y aprendizaje  Un día a día híbrido-flexible: tendrás horario flexible y un buen equilibrio entre el teletrabajo y el trabajo en equipo en nuestras oficinas o las de nuestros clientes  Buen ambiente dentro y fuera de la oficina: disfrutarás de varios teambuildings al año, actividades culturales y deportivas. .. ¡y mucho más!  Bienestar integral: cuídate con nuestro programa de salud física, mental y financiera. .. ¡y con equipo médico en las oficinas!  Impacto social: Podrás apuntarte a una gran cantidad de voluntariados de alcance nacional e internacional y a proyectos pro-bono con los que poner tu tiempo y talento al servicio de quienes más lo necesitan  Cultura del feedback y aprendizaje continuo: crecerás en un entorno inclusivo donde la igualdad de oportunidades y tu plan personalizado de formación impulsarán tu desarrollo. ¿Ya te visualizas en la Deloitte University de París?  Beneficios exclusivos por ser parte de Deloitte: podrás disfrutar de un gran catálogo de beneficios y de un completo plan de retribución flexible  Si te gusta lo que lees, estos son tus próximos pasos: - Aplica a la oferta haciendo clic en ´Enviar candidatura ahora´ y completa tu perfil - Si encajas en el puesto, nuestro equipo de talento te contactará para conocerte mejor  ¡Comienza el proceso! Te iremos guiando por las diferentes fases hasta tu incorporación.  Deloitte es una Firma de servicios profesionales firmemente comprometida con la igualdad de oportunidades. En este sentido, la Firma aceptará y tramitará solicitudes de todos los sectores de la sociedad, no discriminando por motivos de sexo, expresión de género, raza, religión o creencias, origen étnico o nacional, discapacidad, enfermedad o condición de salud, predisposición genética a sufrir patologías, edad, ciudadanía, estado civil, orientación o identidad sexual, situación socioeconómica o cualquier otra condición o circunstancia personal o social.",https://www.tecnoempleo.com/senior-data-analyst-deloitte/data/rf-14ad138fb2620387d54d,Tecnoempleo,2026-01-20
Data Engineer - Fintech,"Descripción de la oferta de empleo  Ebury is a leading global fintech company that empowers businesses to trade and grow internationally. It offers a comprehensive suite of products, including international payments and collections, FX risk management, trade finance, and API integrations. Founded in 2009 by Juan Lobato and Salvador García, Ebury is one of the fastest-growing global fintechs, with over 1,700 employees and 38 offices in more than 25 countries.  Data Engineer - Fintech  Madrid Office - Hybrid: 4 days in the office, 1 day working from home  Join Our Data Team at Ebury Madrid Office.  Ebury´s strategic growth plan would not be possible without our Data team and we are seeking a Data Engineer to join our Data Engineering team!  Our data mission is to develop and maintain Ebury´s Data Warehouse and serve it to the whole company, where Data Scientists, Data Engineers, Analytics Engineers and Data Analysts work collaboratively to: - Build ETLs and data pipelines to serve data in our platform - Provide clean, transformed data ready for analysis and used by our BI tool - Develop department and project specific data models and serve these to teams across the company to drive decision making - Automate end solutions so we can all spend time on high-value analysis rather than running data extracts  What we offer: - Competitive salary and benefits package - Discretionary bonus based on performance - Continued personal development through training and certification - We are Open Source friendly, following Open Source principles in our internal projects and encouraging contributions to external projects  Responsibilities: - Be mentored by one of our outstanding performance team member along a 30/60/90 plan designed only for you - Participate in data modelling reviews and discussions to validate the model´s accuracy, completeness, and alignment with business objectives. - Design, develop, deploy and maintain ELT/ETL data pipelines from a variety of data sources (transactional databases, REST APIs, file-based endpoints). - Serve hands-on delivery of data models using solid software engineering practices (eg. version control, testing, CI/CD) - Manage overall pipeline orchestration using Airflow (hosted in Cloud Composer), as well as execution using GCP hosted services such as Container Registry, Artifact Registry, Cloud Run, Cloud Functions, and GKE. - Work on reducing technical debt by addressing code that is outdated, inefficient, or no longer aligned with best practices or business needs. - Collaborate with team members to reinforce best practices across the platform, encouraging a shared commitment to quality. - Help to implement data governance policies, including data quality standards, data access control, and data classification. - Identify opportunities to optimise and refine existing processes.  About you: - 3+ years of data/analytics engineering experience building, maintaining & optimising data pipelines & ETL processes on big data environments - Proficiency in Python, SQL and Airflow - Knowledge of software engineering practices in data (SDLC, RFC...) - Stay informed about the latest developments and industry standards in Data - Fluency in English  If you´re excited about this job opportunity but your background doesn´t match exactly the requirements in the job description, we strongly encourage you to apply anyway. You may be just the right candidate for this or other positions we have.  #LI-CG1  About Us  Ebury is a FinTech success story, positioned among the fastest-growing international companies in its sector.  Founded in 2009, we are headquartered in London and have more than 1700 staff with a presence in more than 25 countries worldwide. Cultural diversity is part of what makes Ebury a special place to be. From Sao Paulo to Dubai, Bucharest to Toronto, we enjoy sharing team experiences and celebrating success across the Ebury family.",https://www.tecnoempleo.com/data-engineer-fintech-ebury/etl-data-bi/rf-8c8519da622583f98d46,Tecnoempleo,2026-01-20
Data & AI Strategy Consultant,"Descripción de la oferta de empleo  We are looking for a Data & AI Strategy Consultant / Manager to join our Data & AI Strategy Consulting team, specializing in Supply Chain & Operations (SC&O). This role serves as a critical interlock between technical teams and the business, ensuring Data & AI solutions drive real business transformation.  As part of our team, you will help clients translate complex data and AI capabilities into business value, guiding them in the end-to-end design and implementation of AI-driven strategies, from value identification and strategic planning to execution and impact measurement. Additionally, you will play a key role in developing our offering, supporting business development, and contributing to team growth and capability building.  Key Responsibilities  - Lead end-to-end AI projects, from opportunity identification to execution and impact measurement.  - Define and implement Data & AI strategies with a focus on Supply Chain & Operations transformation.  - Translate business challenges into AI-powered solutions requirements, ensuring alignment between technical and business teams.  - Develop business cases and value frameworks to drive adoption and measure ROI..  - Support sales and business development, identifying opportunities and crafting proposals.  - Mentor and develop junior team members, fostering a high-performance culture.  Key Requirements  - Bachelor´s or Master´s degree in Business, Engineering, Data Science, AI, or a related field.  - 3+ years of experience in consulting, data strategy, or AI-driven transformation ideally within Supply Chain & Operations.  - Strong expertise in Data & AI strategy, analytics, and AI-powered decision-making.  - Excellent stakeholder management and communication skills with a strategic mindset.  - Fluency in English is a must (C1 level or higher); additional languages are a plus  Additional Benefits: - Comprehensive insurance (medical, life, and accident). - Wellness programs and medical services. - Flexible compensation programs & stock purchase plans. - Sustainability initiatives & Accenture Foundation programs. - Diversity & inclusion networks in a globally recognized company. - Flexibility programs (customized schedules, extra vacation days, etc.).  If you are excited about leading AI-driven transformations in supply chain, we´d love to hear from you!  About Accenture Accenture is a leading global professional services company that helps the world´s leading organizations build their digital core, optimize their operations, accelerate revenue growth and enhance services-creating tangible value at speed and scale. We are a talent- and innovation-led company with 774,000 people serving clients in more than 120 countries. Technology is at the core of change today, and we are one of the world´s leaders in helping drive that change, with strong ecosystem relationships. We combine our strength in technology and leadership in cloud, data and AI with unmatched industry experience, functional expertise and global delivery capability. Our broad range of services, solutions and assets across Strategy & Consulting, Technology, Operations, Industry X and Song, together with our culture of shared success and commitment to creating 360° value, enable us to help our clients reinvent and build trusted, lasting relationships. We measure our success by the 360° value we create for our clients, each other, our shareholders, partners and communities.   Igualdad de Oportunidades en el Empleo  Todas las decisiones de empleo se tomarán sin importar la edad, raza, credo, color, religión, sexo, origen nacional, ascendencia, grado de discapacidad, estado de veterano, orientación sexual, identidad o expresión de género, información genética, estado civil, estado de ciudadanía o cualquier otro motivo o circunstancias protegidas por las leyes federales, estatales o locales.  About Accenture Accenture is a leading global professional services company that helps the world´s leading organizations build their digital core, optimize their operations, accelerate revenue growth and enhance services-creating tangible value at speed and scale. We are a talent- and innovation-led company with 774,000 people serving clients in more than 120 countries. Technology is at the core of change today, and we are one of the world´s leaders in helping drive that change, with strong ecosystem relationships. We combine our strength in technology and leadership in cloud, data and AI with unmatched industry experience, functional expertise and global delivery capability. Our broad range of services, solutions and assets across Strategy & Consulting, Technology, Operations, Industry X and Song, together with our culture of shared success and commitment to creating 360° value, enable us to help our clients reinvent and build trusted, lasting relationships. We measure our success by the 360° value we create for our clients, each other, our shareholders, partners and communities. Visit us at www. accenture. com  Igualdad de Oportunidades en el Empleo  Todas las decisiones de empleo se tomarán sin importar la edad, raza, credo, color, religión, sexo, origen nacional, ascendencia, grado de discapacidad, estado de veterano, orientación sexual, identidad o expresión de género, información genética, estado civil, estado de ciudadanía o cualquier otro motivo o circunstancias protegidas por las leyes federales, estatales o locales.",https://www.tecnoempleo.com/data-ai-strategy-consultant-barcelona/data/rf-af1b130d12455346384e,Tecnoempleo,2026-01-20
Senior Azure Data Engineer,"Descripción de la oferta de empleo  SENIOR AZURE DATA ENGINEER  Location: Spain  Are you passionate about data and looking to make an impact? Join our dynamic team as a Senior Azure Data Engineer where you´ll develop and maintain robust data pipelines using cutting-edge tools like Azure Data Factory, Databricks, and Synapse Analytics. If you´re ready to take your data skills to the next level, we want to hear from you!  Why choose us?  HIGH QUALITY PROJECTS. You will take part in demanding projects focused mainly on digitalization or even start projects from scratch. Show us what you´re made of!  LATEST TECHNOLOGIES. We know you love the fascinating world of Salesforce, which is why you´ll continue to grow in this field by working with the latest technologies.  REMOTE POSITION WITHIN SPAIN. Flexibility, what else do we need? You´ll be able to work from the comfort of your home from any location within Spain.  LEARNING. Your current knowledge is never enough, is it? You´ll have access to learning platforms that will train you to become an expert or even start learning one of those skills you know you´ve been wanting to study.  TEAMWORK. This team will always be there for you! We know you´re tough and have a ""no task too small"" attitude, but you´ll always have a talented teammate to count on if you need to!  INTERNATIONAL TEAM. If you stand out among your peers because you´ve got great English communication skills, you´ll be able to put that to good use! If it´s not your strongest suit, don´t worry! Here´s where you can improve it by working alongside teams distributed all around the world.  CAREER PLAN. It is a fact, here you´ll grow in every direction: vertically towards gaining more responsibilities and increasing in category, and horizontally towards learning new technologies and becoming an expert in your business.  Other benefits that you´ll find: - Restaurant tickets for every working day! - Permanent contract: you are here to grow with us! - Flexible retribution for the Gympass and nursery tickets: take care of your health and your children! - Referral program: it´s time to bring your colleagues to an awesome team and get rewarded for it! - Salary and bonuses: it´s a matter of reaching an agreement. We´ll discuss it on our first call!  What will make you successful in this position? - 5+ years of experience as a Azure Data Engineer. - Experience with Azure data services (Data Factory, Databricks, Synapse). - Proficiency in SQL and data modelling. - Knowledge of programming languages like Python or Scala. - Strong problem-solving and communication skills. - English B2 onwards. - Spanish C1 required.  What will be your mission? - Develop and maintain data pipelines using Azure Data Factory, Databricks, and Synapse Analytics. - Collaborate with stakeholders to understand data needs and deliver solutions. - Implement and optimize data models and schemas in Azure SQL Database and Data Lake. - Ensure data quality and integrity through testing and validation. - Monitor and troubleshoot data pipeline issues for high availability.  To sum up!  Apply for this position if you want to remain a successful professional surrounded by a healthy and trendy environment.  The Cognizant community: We are a high caliber team who appreciate and support one another. Our people uphold an energetic, collaborative and inclusive workplace where everyone can thrive. - Cognizant is a global community with more than 300,000 associates around the world. - We don´t just dream of a better way - we make it happen. - We take care of our people, clients, company, communities and climate by doing what´s right. - We foster an innovative environment where you can build the career path that´s right for you.",https://www.tecnoempleo.com/senior-azure-data-engineer-cognizant-technology-so/azure-databricks-synaps/rf-75f215fa824fa30a364b,Tecnoempleo,2026-01-20
Data Product Manager,"Descripción de la oferta de empleo  Ebury is a hyper-growth FinTech firm, named in 2021 as one of the top 15 European Fintechs to work for by AltFi. We offer a range of products including FX risk management, trade finance, currency accounts, international payments and API integration.  Data Product Manager  Malaga - Office based (4 days in office; 1 wfh)  Responsibilities:  You will be responsible for: - Collaborate on the product strategy for Data, focusing on Domains, streams and enablers where the data team is contributing. - Manage the end-to-end delivery of new initiatives completing the business context, scope and requirements. - Define, track, and monitor initiative and epics that must be following the KPI´s or objectives defined in the data team. Making data-driven decisions and actions based on the results. - Participate in all the agile ceremonies - Collaborate across Data and additionally with Technology, and other stakeholders to define requirements, processes, epics, and user stories.  Expectations:  You will have: - A strong data focus. - Excellent communication skills (verbal and written), enabling clear communication of product needs and requirements to leadership, business, and technical stakeholders. - Strong organisational and project management capabilities.  Must Haves:  Ideal candidates must be able to evidence: - A minimum of 1-2+ years of experience in product and execution, either in corporate or startups. - Experience in product owner role, or experience in a high-growth fintech, or FX firm. - Successful delivery of solutions in a fast-paced, agile organisation. - Hands-on experience using Jira. - Strong analytical abilities, capable of breaking down complex problems into manageable parts. - A history of grit, determination, and resourcefulness, coupled with a strong desire for professional development. - Domain knowledge or a keen interest in Data, FX, Payments and Finance  About Us  Ebury is a FinTech success story, positioned among the fastest-growing international companies in its sector.  Founded in 2009, we are headquartered in London and have more than 1700 staff with a presence in more than 25 countries worldwide. Cultural diversity is part of what makes Ebury a special place to be. From Sao Paulo to Dubai, Bucharest to Toronto, we enjoy sharing team experiences and celebrating success across the Ebury family.  Hard work pays off: in 2019, Ebury received a £350 million investment from Banco Santander and has won internationally recognised awards including Financial Times: 1000 Europe´s Fastest-Growing Companies.  None of this would have been possible without our proudest achievement: our great people. Enthusiastic, innovative and collaborative teams, always ready to disrupt and revolutionise the fast-paced FinTech sector.  We believe in inclusion. We stand against discrimination in all forms and have no tolerance for the intolerance of differences that makes us a modern and successful organisation. At Ebury, you can be whoever you want to be and still feel a sense of belonging no matter your story because we want you and your uniqueness to help write our future.  Please submit your application on the careers website directly, uploading your CV / resume in English.",https://www.tecnoempleo.com/data-product-manager-ebury/data-jira/rf-58f913b7a252a32d9c42,Tecnoempleo,2026-01-20
Data Product Manager,"Descripción de la oferta de empleo  Ebury is a hyper-growth FinTech firm, named in 2021 as one of the top 15 European Fintechs to work for by AltFi. We offer a range of products including FX risk management, trade finance, currency accounts, international payments and API integration.  Data Product Manager  Madrid - Office based (4 days in office; 1 wfh)  Responsibilities:  You will be responsible for: - Collaborate on the product strategy for Data, focusing on Domains, streams and enablers where the data team is contributing. - Manage the end-to-end delivery of new initiatives completing the business context, scope and requirements. - Define, track, and monitor initiative and epics that must be following the KPI´s or objectives defined in the data team. Making data-driven decisions and actions based on the results. - Participate in all the agile ceremonies - Collaborate across Data and additionally with Technology, and other stakeholders to define requirements, processes, epics, and user stories.  Expectations:  You will have: - A strong data focus. - Excellent communication skills (verbal and written), enabling clear communication of product needs and requirements to leadership, business, and technical stakeholders. - Strong organisational and project management capabilities.  Must Haves:  Ideal candidates must be able to evidence: - A minimum of 1-2+ years of experience in product and execution, either in corporate or startups. - Experience in product owner role, or experience in a high-growth fintech, or FX firm. - Successful delivery of solutions in a fast-paced, agile organisation. - Hands-on experience using Jira. - Strong analytical abilities, capable of breaking down complex problems into manageable parts. - A history of grit, determination, and resourcefulness, coupled with a strong desire for professional development. - Domain knowledge or a keen interest in Data, FX, Payments and Finance  About Us  Ebury is a FinTech success story, positioned among the fastest-growing international companies in its sector.  Founded in 2009, we are headquartered in London and have more than 1700 staff with a presence in more than 25 countries worldwide. Cultural diversity is part of what makes Ebury a special place to be. From Sao Paulo to Dubai, Bucharest to Toronto, we enjoy sharing team experiences and celebrating success across the Ebury family.  Hard work pays off: in 2019, Ebury received a £350 million investment from Banco Santander and has won internationally recognised awards including Financial Times: 1000 Europe´s Fastest-Growing Companies.  None of this would have been possible without our proudest achievement: our great people. Enthusiastic, innovative and collaborative teams, always ready to disrupt and revolutionise the fast-paced FinTech sector.  We believe in inclusion. We stand against discrimination in all forms and have no tolerance for the intolerance of differences that makes us a modern and successful organisation. At Ebury, you can be whoever you want to be and still feel a sense of belonging no matter your story because we want you and your uniqueness to help write our future.",https://www.tecnoempleo.com/data-product-manager-madrid/data-fx-jira/rf-b31d19cd2260d3f2e94f,Tecnoempleo,2026-01-20
